Salary,Level,Year of Experience,Programming Language,Requirement Language,Description Language,Location,Cluster
21500000.0,Nhân viên,2 năm,Khác,Không yêu cầu,en,Hà Nội,1
27600000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
11500000.0,Nhân viên,Dưới 1 năm,Khác,tiếng anh,en,Hà Nội,1
24000000.0,Nhân viên,2 năm,javascript,tiếng anh,en,Hà Nội,1
24000000.0,Nhân viên,2 năm,python,tiếng anh,en,Hà Nội,1
34000000.0,Nhân viên,3 năm,Khác,Không yêu cầu,en,Hà Nội,1
25300000.0,Nhân viên,Trên 5 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,1 năm,java,Không yêu cầu,en,Hà Nội,1
23000000.0,Nhân viên,1 năm,python,Không yêu cầu,en,Hà Nội,1
30000000.0,Nhân viên,5 năm,javascript,Không yêu cầu,en,Hà Nội,1
30000000.0,Nhân viên,5 năm,java,Không yêu cầu,en,Hà Nội,1
20000000.0,Nhân viên,4 năm,Khác,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,5 năm,Khác,tiếng anh,en,Hà Nội,1
35000000.0,Trưởng nhóm,5 năm,Khác,tiếng anh,en,Hà Nội,1
34500000.0,Nhân viên,Trên 5 năm,python,tiếng anh,vi,Hồ Chí Minh,1
24500000.0,Nhân viên,1 năm,python,Không yêu cầu,en,Hà Nội,1
16500000.0,Nhân viên,1 năm,Khác,Không yêu cầu,en,Hà Nội,1
25000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
12500000.0,Nhân viên,2 năm,Khác,Không yêu cầu,en,Hà Nội,1
34500000.0,Nhân viên,2 năm,javascript,Không yêu cầu,en,Hà Nội,1
30000000.0,Nhân viên,2 năm,python,Không yêu cầu,en,Hà Nội,1
17500000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
17500000.0,Nhân viên,2 năm,python,Không yêu cầu,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,java,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,php,tiếng anh,en,Hà Nội,1
10000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Khác,tiếng anh,en,Hà Nội,1
12500000.0,Nhân viên,Dưới 1 năm,Khác,Không yêu cầu,en,Hà Nội,1
32500000.0,Trưởng nhóm,Trên 5 năm,javascript,tiếng anh,en,Hà Nội,1
32500000.0,Trưởng nhóm,Trên 5 năm,php,tiếng anh,en,Hà Nội,1
40000000.0,Nhân viên,2 năm,javascript,tiếng anh,en,Hà Nội,1
40000000.0,Nhân viên,2 năm,python,tiếng anh,en,Hà Nội,1
27000000.0,Nhân viên,3 năm,javascript,tiếng anh,en,Hà Nội,1
27000000.0,Nhân viên,3 năm,typescript,tiếng anh,en,Hà Nội,1
12500000.0,Nhân viên,2 năm,Khác,Không yêu cầu,en,Hà Nội,1
12500000.0,Nhân viên,1 năm,python,Không yêu cầu,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c++,Không yêu cầu,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,javascript,Không yêu cầu,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c,Không yêu cầu,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,java,Không yêu cầu,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,Không yêu cầu,en,Hà Nội,1
5500000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Khác,Không yêu cầu,en,Hà Nội,1
5000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Khác,tiếng nhật,en,Hà Nội,1
5000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Khác,tiếng anh,en,Hà Nội,1
13500000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
34500000.0,Nhân viên,2 năm,javascript,tiếng anh,en,Hà Nội,1
34500000.0,Nhân viên,2 năm,php,tiếng anh,en,Hà Nội,1
32500000.0,Nhân viên,5 năm,c++,Không yêu cầu,en,Hà Nội,1
32500000.0,Nhân viên,5 năm,python,Không yêu cầu,en,Hà Nội,1
32500000.0,Nhân viên,5 năm,c,Không yêu cầu,en,Hà Nội,1
40000000.0,Trưởng nhóm,4 năm,Khác,Không yêu cầu,en,Hà Nội,1
32500000.0,Nhân viên,3 năm,java,Không yêu cầu,en,Hà Nội,1
34500000.0,Nhân viên,2 năm,javascript,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,javascript,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,typescript,tiếng anh,en,Hà Nội,1
25000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
4500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Khác,tiếng anh,en,Hà Nội,1
25000000.0,Nhân viên,3 năm,kotlin,Không yêu cầu,en,Hà Nội,1
25000000.0,Nhân viên,2 năm,c++,Không yêu cầu,en,Hà Nội,1
25000000.0,Nhân viên,2 năm,c,Không yêu cầu,en,Hà Nội,1
17500000.0,Trưởng nhóm,1 năm,Khác,tiếng anh,en,Hà Nội,1
13000000.0,Nhân viên,Dưới 1 năm,javascript,Không yêu cầu,en,Hà Nội,1
15000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Khác,tiếng anh,en,Hà Nội,1
15000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Khác,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
25000000.0,Nhân viên,3 năm,c,Không yêu cầu,en,Hà Nội,1
25000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
40250000.0,Nhân viên,2 năm,Khác,Không yêu cầu,en,Hà Nội,1
16100000.0,Thực tập sinh,Dưới 1 năm,typescript,Không yêu cầu,en,Hà Nội,1
35000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Khác,tiếng anh,en,Hà Nội,1
40000000.0,Nhân viên,3 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,3 năm,python,Không yêu cầu,en,Hà Nội,1
30000000.0,Nhân viên,3 năm,java,Không yêu cầu,en,Hà Nội,1
30000000.0,Nhân viên,3 năm,python,Không yêu cầu,en,Hà Nội,1
30000000.0,Nhân viên,3 năm,c++,Không yêu cầu,en,Hà Nội,1
20000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Khác,tiếng anh,en,Hà Nội,1
16000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Khác,Không yêu cầu,en,Hà Nội,1
20000000.0,Nhân viên,3 năm,Khác,Không yêu cầu,en,Hà Nội,1
27500000.0,Nhân viên,3 năm,php,tiếng anh,en,Hà Nội,1
10500000.0,Nhân viên,Dưới 1 năm,javascript,tiếng anh,en,Hà Nội,1
10500000.0,Nhân viên,Dưới 1 năm,php,tiếng anh,en,Hà Nội,1
28750000.0,Nhân viên,1 năm,Khác,tiếng anh,en,Hà Nội,1
12500000.0,Nhân viên,1 năm,php,tiếng anh,en,Hà Nội,1
25000000.0,Nhân viên,2 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,Khác,tiếng nhật,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,3 năm,Khác,Không yêu cầu,en,Hà Nội,1
35000000.0,Nhân viên,2 năm,javascript,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,2 năm,typescript,tiếng anh,en,Hà Nội,1
17000000.0,Nhân viên,1 năm,c++,Không yêu cầu,en,Hà Nội,1
17000000.0,Nhân viên,1 năm,python,Không yêu cầu,en,Hà Nội,1
35000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
13500000.0,Nhân viên,1 năm,Khác,tiếng anh,en,Hà Nội,1
30000000.0,Nhân viên,3 năm,Khác,Không yêu cầu,en,Hà Nội,1
24200000.0,Trưởng nhóm,5 năm,Khác,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,4 năm,Khác,Không yêu cầu,en,Hà Nội,1
32500000.0,Trưởng nhóm,2 năm,Khác,Không yêu cầu,en,Hà Nội,1
25000000.0,Nhân viên,3 năm,Khác,Không yêu cầu,en,Hà Nội,1
35000000.0,Nhân viên,2 năm,c++,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,2 năm,python,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,2 năm,c,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,4 năm,Khác,Không yêu cầu,en,Hà Nội,1
32500000.0,Trưởng nhóm,2 năm,Khác,Không yêu cầu,en,Hà Nội,1
25000000.0,Nhân viên,3 năm,Khác,Không yêu cầu,en,Hà Nội,1
35000000.0,Nhân viên,2 năm,c++,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,2 năm,python,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,2 năm,c,tiếng anh,en,Hà Nội,1
31050000.0,Nhân viên,5 năm,java,tiếng nhật,en,Hà Nội,1
40000000.0,Trưởng nhóm,Trên 5 năm,python,tiếng nhật,vi,Hà Nội,1
40000000.0,Trưởng nhóm,Trên 5 năm,php,tiếng nhật,vi,Hà Nội,1
40000000.0,Trưởng nhóm,Trên 5 năm,typescript,tiếng nhật,vi,Hà Nội,1
25000000.0,Nhân viên,1 năm,Khác,Không yêu cầu,en,Hà Nội,1
34500000.0,Nhân viên,5 năm,javascript,Không yêu cầu,en,Hà Nội,1
34500000.0,Nhân viên,5 năm,typescript,Không yêu cầu,en,Hà Nội,1
34500000.0,Nhân viên,3 năm,java,tiếng nhật,en,Hà Nội,1
34500000.0,Nhân viên,3 năm,java,tiếng anh,en,Hà Nội,1
5750000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,javascript,tiếng anh,en,Hà Nội,1
5750000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,java,tiếng anh,en,Hà Nội,1
3000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,javascript,Không yêu cầu,en,Hà Nội,1
3000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Khác,tiếng anh,en,Hà Nội,1
3000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Khác,tiếng anh,en,Hà Nội,1
40000000.0,Trưởng nhóm,2 năm,php,tiếng nhật,vi,Hồ Chí Minh,1
30000000.0,Nhân viên,3 năm,Khác,Không yêu cầu,en,Hà Nội,1
34500000.0,Nhân viên,2 năm,kotlin,Không yêu cầu,en,Hà Nội,1
34500000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
9200000.0,Nhân viên,Không yêu cầu kinh nghiệm,Khác,tiếng anh,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,typescript,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,java,Không yêu cầu,en,Hà Nội,1
30000000.0,Quản lý / Giám sát,1 năm,Khác,tiếng anh,en,Hà Nội,1
10500000.0,Nhân viên,Dưới 1 năm,javascript,tiếng anh,en,Hà Nội,1
10500000.0,Nhân viên,Dưới 1 năm,php,tiếng anh,en,Hà Nội,1
14000000.0,Nhân viên,1 năm,Khác,tiếng nhật,en,Hà Nội,1
14000000.0,Nhân viên,1 năm,Khác,tiếng anh,en,Hà Nội,1
21500000.0,Nhân viên,3 năm,Khác,Không yêu cầu,en,Hà Nội,1
11500000.0,Nhân viên,Dưới 1 năm,Khác,Không yêu cầu,en,Hà Nội,1
11500000.0,Nhân viên,Dưới 1 năm,Khác,tiếng anh,en,Hà Nội,1
25000000.0,Nhân viên,2 năm,c,Không yêu cầu,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,python,tiếng anh,en,Hà Nội,1
30000000.0,Nhân viên,4 năm,java,Không yêu cầu,en,Hà Nội,1
30000000.0,Nhân viên,4 năm,c,Không yêu cầu,en,Hà Nội,1
3500000.0,Thực tập sinh,Dưới 1 năm,Khác,tiếng anh,en,Hà Nội,1
26500000.0,Nhân viên,3 năm,Khác,Không yêu cầu,en,Hà Nội,1
34500000.0,Nhân viên,1 năm,javascript,Không yêu cầu,en,Hà Nội,1
34500000.0,Nhân viên,1 năm,python,Không yêu cầu,en,Hà Nội,1
10000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,python,Không yêu cầu,en,Hà Nội,1
16500000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
25000000.0,Nhân viên,1 năm,Khác,tiếng anh,en,Hà Nội,1
30000000.0,Nhân viên,2 năm,javascript,Không yêu cầu,en,Hà Nội,1
2500000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Khác,tiếng anh,en,Hà Nội,1
4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,c#,Không yêu cầu,en,Hà Nội,1
12000000.0,Nhân viên,Dưới 1 năm,Khác,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,Khác,Không yêu cầu,en,Hà Nội,1
4500000.0,Thực tập sinh,Dưới 1 năm,Khác,tiếng anh,en,Hà Nội,1
15000000.0,Nhân viên,2 năm,c++,tiếng nhật,en,Hà Nội,1
15000000.0,Nhân viên,2 năm,c++,tiếng anh,en,Hà Nội,1
15000000.0,Nhân viên,2 năm,c,tiếng nhật,en,Hà Nội,1
15000000.0,Nhân viên,2 năm,c,tiếng anh,en,Hà Nội,1
11500000.0,Nhân viên,Dưới 1 năm,Khác,Không yêu cầu,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,Khác,tiếng anh,en,Hà Nội,1
3000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,javascript,tiếng anh,en,Hà Nội,1
22500000.0,Nhân viên,3 năm,Khác,Không yêu cầu,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,Khác,Không yêu cầu,en,Hà Nội,1
12500000.0,Nhân viên,2 năm,Khác,Không yêu cầu,en,Hà Nội,1
25000000.0,Nhân viên,Không yêu cầu kinh nghiệm,java,tiếng anh,en,Hà Nội,1
25000000.0,Nhân viên,3 năm,c++,tiếng anh,en,Hà Nội,1
