Salary,Level,Year of Experience,Programming Language,Requirement Language,Description Language,Location,Cluster
25000000.0,Nhân viên,3 năm,python,tiếng anh,en,Hà Nội,1
27500000.0,Nhân viên,3 năm,Khác,Không yêu cầu,en,Hà Nội,1
25000000.0,Nhân viên,2 năm,Khác,tiếng nhật,en,Hà Nội,1
25000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
19000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Khác,tiếng anh,en,Hà Nội,1
25500000.0,Nhân viên,3 năm,javascript,tiếng anh,en,Hà Nội,1
25500000.0,Nhân viên,3 năm,java,tiếng anh,en,Hà Nội,1
13500000.0,Nhân viên,1 năm,Khác,Không yêu cầu,en,Hà Nội,1
23000000.0,Nhân viên,1 năm,javascript,Không yêu cầu,en,Hà Nội,1
23000000.0,Nhân viên,1 năm,typescript,Không yêu cầu,en,Hà Nội,1
5000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,java,Không yêu cầu,en,Hà Nội,1
5000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,python,Không yêu cầu,en,Hà Nội,1
25000000.0,Nhân viên,2 năm,Khác,tiếng nhật,en,Hà Nội,1
15000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Khác,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,3 năm,javascript,tiếng anh,en,Hà Nội,1
34500000.0,Nhân viên,2 năm,Khác,tiếng nhật,en,Hà Nội,1
34500000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
15000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Khác,tiếng anh,en,Hà Nội,1
40000000.0,Nhân viên,Không yêu cầu kinh nghiệm,c#,tiếng anh,en,Hà Nội,1
40000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,3 năm,python,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,1 năm,java,tiếng anh,en,Hà Nội,1
25000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
25000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
40250000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
30000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
30000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Khác,tiếng anh,en,Hà Nội,1
27500000.0,Nhân viên,3 năm,c,Không yêu cầu,en,Hà Nội,1
35000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Khác,Không yêu cầu,en,Hà Nội,1
15000000.0,Nhân viên,1 năm,typescript,Không yêu cầu,en,Hà Nội,1
34500000.0,Nhân viên,Không yêu cầu kinh nghiệm,javascript,tiếng anh,en,Hà Nội,1
24000000.0,Nhân viên,2 năm,javascript,tiếng anh,en,Hà Nội,1
11500000.0,Nhân viên,3 năm,c++,tiếng nhật,en,Hà Nội,1
11500000.0,Nhân viên,3 năm,c++,tiếng anh,en,Hà Nội,1
11500000.0,Nhân viên,3 năm,java,tiếng nhật,en,Hà Nội,1
11500000.0,Nhân viên,3 năm,java,tiếng anh,en,Hà Nội,1
11500000.0,Nhân viên,3 năm,c#,tiếng nhật,en,Hà Nội,1
11500000.0,Nhân viên,3 năm,c#,tiếng anh,en,Hà Nội,1
30000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
26500000.0,Nhân viên,3 năm,Khác,Không yêu cầu,en,Hà Nội,1
23000000.0,Nhân viên,1 năm,java,Không yêu cầu,en,Hà Nội,1
23000000.0,Nhân viên,1 năm,python,Không yêu cầu,en,Hà Nội,1
30000000.0,Trưởng nhóm,4 năm,Khác,tiếng anh,en,Hà Nội,1
17500000.0,Nhân viên,1 năm,kotlin,tiếng anh,en,Hà Nội,1
17500000.0,Nhân viên,1 năm,java,tiếng anh,en,Hà Nội,1
22500000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
35000000.0,Trưởng nhóm,5 năm,Khác,tiếng anh,en,Hà Nội,1
30000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Khác,tiếng anh,en,Hà Nội,1
11500000.0,Nhân viên,Dưới 1 năm,Khác,tiếng anh,en,Hà Nội,1
22500000.0,Nhân viên,2 năm,javascript,Không yêu cầu,en,Hà Nội,1
22500000.0,Nhân viên,2 năm,php,Không yêu cầu,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,javascript,Không yêu cầu,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,javascript,Không yêu cầu,en,Hà Nội,1
30000000.0,Nhân viên,4 năm,dart,Không yêu cầu,en,Hà Nội,1
35000000.0,Nhân viên,1 năm,javascript,Không yêu cầu,en,Hà Nội,1
39000000.0,Trưởng nhóm,3 năm,Khác,Không yêu cầu,en,Hà Nội,1
12500000.0,Nhân viên,1 năm,python,Không yêu cầu,en,Hà Nội,1
15000000.0,Nhân viên,Không yêu cầu kinh nghiệm,javascript,tiếng anh,en,Hà Nội,1
15000000.0,Nhân viên,Không yêu cầu kinh nghiệm,java,tiếng anh,en,Hà Nội,1
2500000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Khác,tiếng anh,en,Hà Nội,1
40250000.0,Nhân viên,5 năm,java,Không yêu cầu,en,Hà Nội,1
30000000.0,Nhân viên,2 năm,javascript,tiếng anh,en,Hà Nội,1
30000000.0,Nhân viên,2 năm,java,tiếng anh,en,Hà Nội,1
6500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Khác,tiếng anh,en,Hà Nội,1
25000000.0,Nhân viên,Không yêu cầu kinh nghiệm,java,tiếng anh,en,Hà Nội,1
25000000.0,Nhân viên,Không yêu cầu kinh nghiệm,c#,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,1 năm,Khác,tiếng anh,en,Hà Nội,1
8500000.0,Thực tập sinh,Dưới 1 năm,java,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,1 năm,Khác,tiếng anh,en,Hà Nội,1
12500000.0,Nhân viên,2 năm,Khác,Không yêu cầu,en,Hà Nội,1
23000000.0,Nhân viên,1 năm,Khác,tiếng anh,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,php,tiếng anh,en,Hà Nội,1
25000000.0,Nhân viên,2 năm,c++,Không yêu cầu,en,Hà Nội,1
25000000.0,Nhân viên,2 năm,c,Không yêu cầu,en,Hà Nội,1
10500000.0,Nhân viên,Dưới 1 năm,javascript,tiếng anh,en,Hà Nội,1
10500000.0,Nhân viên,Dưới 1 năm,php,tiếng anh,en,Hà Nội,1
25000000.0,Nhân viên,3 năm,typescript,Không yêu cầu,en,Hà Nội,1
10500000.0,Nhân viên,Dưới 1 năm,python,tiếng anh,en,Hà Nội,1
10500000.0,Nhân viên,Dưới 1 năm,javascript,tiếng anh,en,Hà Nội,1
10500000.0,Nhân viên,Dưới 1 năm,php,tiếng anh,en,Hà Nội,1
15000000.0,Nhân viên,1 năm,Khác,Không yêu cầu,en,Hà Nội,1
40000000.0,Nhân viên,Không yêu cầu kinh nghiệm,java,tiếng anh,en,Hà Nội,1
40000000.0,Nhân viên,Không yêu cầu kinh nghiệm,python,tiếng anh,en,Hà Nội,1
11500000.0,Nhân viên,1 năm,Khác,tiếng anh,en,Hà Nội,1
40000000.0,Nhân viên,4 năm,Khác,Không yêu cầu,en,Hà Nội,1
15000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
34500000.0,Nhân viên,2 năm,Khác,Không yêu cầu,en,Hà Nội,1
27500000.0,Nhân viên,3 năm,c#,Không yêu cầu,en,Hà Nội,1
24000000.0,Nhân viên,4 năm,javascript,Không yêu cầu,en,Hà Nội,1
18000000.0,Nhân viên,Không yêu cầu kinh nghiệm,python,Không yêu cầu,en,Hà Nội,1
20000000.0,Nhân viên,2 năm,php,Không yêu cầu,en,Hà Nội,1
11000000.0,Nhân viên,1 năm,Khác,Không yêu cầu,en,Hà Nội,1
25000000.0,Trưởng nhóm,3 năm,c,tiếng anh,en,Hà Nội,1
27500000.0,Nhân viên,Không yêu cầu kinh nghiệm,kotlin,tiếng anh,en,Hà Nội,1
27500000.0,Nhân viên,Không yêu cầu kinh nghiệm,c++,tiếng anh,en,Hà Nội,1
27000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Khác,tiếng anh,en,Hà Nội,1
15000000.0,Nhân viên,1 năm,javascript,tiếng anh,en,Hà Nội,1
26000000.0,Nhân viên,3 năm,python,Không yêu cầu,en,Hà Nội,1
30000000.0,Nhân viên,2 năm,python,Không yêu cầu,en,Hà Nội,1
20500000.0,Nhân viên,2 năm,Khác,Không yêu cầu,en,Hà Nội,1
30000000.0,Trưởng nhóm,5 năm,Khác,tiếng anh,en,Hà Nội,1
14000000.0,Nhân viên,1 năm,Khác,tiếng nhật,en,Hà Nội,1
14000000.0,Nhân viên,1 năm,Khác,tiếng anh,en,Hà Nội,1
25000000.0,Nhân viên,2 năm,php,tiếng nhật,vi,Hồ Chí Minh,1
11500000.0,Nhân viên,Dưới 1 năm,Khác,Không yêu cầu,en,Hà Nội,1
25000000.0,Nhân viên,2 năm,c,Không yêu cầu,en,Hà Nội,1
18500000.0,Nhân viên,1 năm,Khác,tiếng anh,en,Hà Nội,1
12000000.0,Nhân viên,Dưới 1 năm,Khác,tiếng anh,en,Hà Nội,1
30000000.0,Trưởng/Phó phòng,1 năm,Khác,tiếng anh,en,Hà Nội,1
30000000.0,Nhân viên,4 năm,java,Không yêu cầu,en,Hà Nội,1
30000000.0,Nhân viên,4 năm,c,Không yêu cầu,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng nhật,en,Hà Nội,1
35000000.0,Nhân viên,3 năm,Khác,tiếng anh,en,Hà Nội,1
23000000.0,Nhân viên,2 năm,Khác,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,typescript,tiếng anh,en,Hà Nội,1
18000000.0,Nhân viên,1 năm,c#,tiếng anh,en,Hà Nội,1
